,mean,std
rel_hum,72.4009780883789,13.901753425598145
ndvi,0.3527265191078186,0.288593053817749
pop_dens_LOG,1.6225600242614746,1.8598968982696533
lsm,0.3356699049472809,0.464414119720459
tp_LOG,2.2612645626068115,1.2864291667938232
gwis_ba,23.443599700927734,541.553466796875
sst,287.03955078125,11.66724967956543
lst_day,270.9488220214844,32.95572280883789
